cluster_id	cluster_size	sample	background	enrichment_pvalue_zbinom	enrichment_fdr_zbinom	log_fold_change	vdjdb	method	log10_pval	significant	label
1939	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
1940	4	2	2	0.9531679471538768	0.9533072890071262	-0.0180338856464095	False	dbscan	0.020830570359175883	False	no
1941	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
1942	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
1943	19	10	9	0.8399912090269503	0.9476912692212864	0.0277236049094401	False	dbscan	0.07572525899482563	False	no
1944	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
1945	4	2	2	0.9531679471538768	0.9533072890071262	-0.0180338856464095	False	dbscan	0.020830570359175883	False	no
1946	11	8	3	0.0058598731966055	0.050396382746168	0.4079348465353936	False	dbscan	2.2321117742856575	False	no
1947	4	2	2	0.9531679471538768	0.9533072890071262	-0.0180338856464095	False	dbscan	0.020830570359175883	False	no
1948	3	3	0	0.0	0.0	9.459087369218018	False	dbscan	10.0	True	sign
1949	21	10	11	0.6649740439550436	0.7598196111429529	-0.0594265708006865	False	dbscan	0.17719530619112792	False	no
1950	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
1951	11	7	4	0.165706334371245	0.577852023925714	0.2250041629933533	False	dbscan	0.7806608894483461	False	no
1952	6	5	1	0.0001060634727438	0.0011934757381205	0.6809361183421736	False	dbscan	3.9744337477927516	True	sign
1953	4	1	3	0.2290119592431887	0.577852023925714	-0.4951551400765424	False	dbscan	0.6401418375678163	False	no
1954	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
1955	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
1956	5	2	3	0.5238525698618455	0.6198088585013867	-0.1941251446297084	False	dbscan	0.2807909211480187	False	no
1957	5	2	3	0.5238525698618455	0.6198088585013867	-0.1941251446297084	False	dbscan	0.2807909211480187	False	no
1958	5	2	3	0.5238525698618455	0.6198088585013867	-0.1941251446297084	False	dbscan	0.2807909211480187	False	no
1959	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
1960	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
1961	4	3	1	0.0551898422586101	0.2792761137664801	0.4590873687837232	False	dbscan	1.2581408464290929	False	no
1962	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
1963	9	6	3	0.1042603218498039	0.4266130334542067	0.2829961099451892	False	dbscan	0.9818809383308547	False	no
1964	7	5	2	0.0434862549921151	0.2792761137664801	0.3799061228953397	False	dbscan	1.3616479908827834	False	no
1965	5	3	2	0.526178447734569	0.6198088585013867	0.1580573733368892	False	dbscan	0.27886694450232785	False	no
1966	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
1967	4	2	2	0.9531679471538768	0.9533072890071262	-0.0180338856464095	False	dbscan	0.020830570359175883	False	no
1968	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
1969	4	4	0	0.0	0.0	9.584026105790128	False	dbscan	10.0	True	sign
1970	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
1971	15	6	9	0.2695701110036128	0.577852023925714	-0.1941251446779633	False	dbscan	0.5693282623680348	False	no
1972	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
1973	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
1974	16	12	4	0.0001256764838017	0.0014072269458755	0.4590873690008704	False	dbscan	3.9007456329985972	True	sign
1975	6	3	3	0.9426590447322928	0.9533072890071262	-0.0180338856464095	False	dbscan	0.025645361052359813	False	no
1976	3	3	0	0.0	0.0	9.459087369218018	False	dbscan	10.0	True	sign
1977	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
1978	5	1	4	0.1206037884628892	0.4681479822802023	-0.620093876648651	False	dbscan	0.9186390493591022	False	no
1979	7	5	2	0.0434862549921151	0.2792761137664801	0.3799061228953397	False	dbscan	1.3616479908827834	False	no
1980	6	4	2	0.184697357672078	0.577852023925714	0.282996109908998	False	dbscan	0.7335393174087805	False	no
1981	12	8	4	0.0606741775258201	0.3037704980189525	0.2829961099632848	False	dbscan	1.2169961013576065	False	no
1982	5	3	2	0.526178447734569	0.6198088585013867	0.1580573733368892	False	dbscan	0.27886694450232785	False	no
1983	4	1	3	0.2290119592431887	0.577852023925714	-0.4951551400765424	False	dbscan	0.6401418375678163	False	no
1984	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
1985	4	2	2	0.9531679471538768	0.9533072890071262	-0.0180338856464095	False	dbscan	0.020830570359175883	False	no
1986	5	2	3	0.5238525698618455	0.6198088585013867	-0.1941251446297084	False	dbscan	0.2807909211480187	False	no
1987	3	3	0	0.0	0.0	9.459087369218018	False	dbscan	10.0	True	sign
1988	4	3	1	0.0551898422586101	0.2792761137664801	0.4590873687837232	False	dbscan	1.2581408464290929	False	no
1989	4	2	2	0.9531679471538768	0.9533072890071262	-0.0180338856464095	False	dbscan	0.020830570359175883	False	no
1990	6	2	4	0.2880020693630418	0.577852023925714	-0.3190638812018171	False	dbscan	0.5406043915701076	False	no
1991	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
1992	5	2	3	0.5238525698618455	0.6198088585013867	-0.1941251446297084	False	dbscan	0.2807909211480187	False	no
1993	4	2	2	0.9531679471538768	0.9533072890071262	-0.0180338856464095	False	dbscan	0.020830570359175883	False	no
1994	14	9	5	0.0970646832962678	0.4025874693976455	0.2372386194182925	False	dbscan	1.0129387576932554	False	no
1995	4	2	2	0.9531679471538768	0.9533072890071262	-0.0180338856464095	False	dbscan	0.020830570359175883	False	no
1996	4	2	2	0.9531679471538768	0.9533072890071262	-0.0180338856464095	False	dbscan	0.020830570359175883	False	no
1997	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
1998	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
1999	4	2	2	0.9531679471538768	0.9533072890071262	-0.0180338856464095	False	dbscan	0.020830570359175883	False	no
2000	4	3	1	0.0551898422586101	0.2792761137664801	0.4590873687837232	False	dbscan	1.2581408464290929	False	no
2001	4	2	2	0.9531679471538768	0.9533072890071262	-0.0180338856464095	False	dbscan	0.020830570359175883	False	no
2002	17	7	10	0.2889030435630426	0.577852023925714	-0.17293584561354	False	dbscan	0.5392478827348921	False	no
2003	6	3	3	0.9426590447322928	0.9533072890071262	-0.0180338856464095	False	dbscan	0.025645361052359813	False	no
2004	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
2005	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2006	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2007	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2008	5	3	2	0.526178447734569	0.6198088585013867	0.1580573733368892	False	dbscan	0.27886694450232785	False	no
2009	14	7	7	0.9125101067104766	0.9533072890071262	-0.0180338856464095	False	dbscan	0.039762316671255585	False	no
2010	4	1	3	0.2290119592431887	0.577852023925714	-0.4951551400765424	False	dbscan	0.6401418375678163	False	no
2011	6	4	2	0.184697357672078	0.577852023925714	0.282996109908998	False	dbscan	0.7335393174087805	False	no
2012	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2013	17	10	7	0.3169546866290522	0.577852023925714	0.1368680743207209	False	dbscan	0.49900282204150265	False	no
2014	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2015	3	3	0	0.0	0.0	9.459087369218018	False	dbscan	10.0	True	sign
2016	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2017	3	3	0	0.0	0.0	9.459087369218018	False	dbscan	10.0	True	sign
2018	15	9	6	0.2722614364967952	0.577852023925714	0.1580573733851441	False	dbscan	0.5650138682423075	False	no
2019	7	4	3	0.6216157912186258	0.7124785450866524	0.1069048509256991	False	dbscan	0.206477961395961	False	no
2020	4	1	3	0.2290119592431887	0.577852023925714	-0.4951551400765424	False	dbscan	0.6401418375678163	False	no
2021	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
2022	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2023	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
2024	4	2	2	0.9531679471538768	0.9533072890071262	-0.0180338856464095	False	dbscan	0.020830570359175883	False	no
2025	4	2	2	0.9531679471538768	0.9533072890071262	-0.0180338856464095	False	dbscan	0.020830570359175883	False	no
2026	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2027	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
2028	5	4	1	0.0037695179546672	0.0331267271507466	0.5840261053558319	False	dbscan	2.4237141722287663	True	sign
2029	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2030	4	3	1	0.0551898422586101	0.2792761137664801	0.4590873687837232	False	dbscan	1.2581408464290929	False	no
2031	4	3	1	0.0551898422586101	0.2792761137664801	0.4590873687837232	False	dbscan	1.2581408464290929	False	no
2032	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2033	5	4	1	0.0037695179546672	0.0331267271507466	0.5840261053558319	False	dbscan	2.4237141722287663	True	sign
2034	4	2	2	0.9531679471538768	0.9533072890071262	-0.0180338856464095	False	dbscan	0.020830570359175883	False	no
2035	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
2036	6	4	2	0.184697357672078	0.577852023925714	0.282996109908998	False	dbscan	0.7335393174087805	False	no
2037	25	11	14	0.3468508583059158	0.577852023925714	-0.1227692361579622	True	dbscan	0.4598572263468301	False	vdjdb
2038	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2039	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2040	22	11	11	0.8904505520228543	0.9533072890071262	-0.0180338856464095	False	dbscan	0.0503901924684983	False	no
2041	22	15	7	0.0043479320042183	0.0379902641211491	0.3129593333619258	False	dbscan	2.361717246322993	True	sign
2042	5	3	2	0.526178447734569	0.6198088585013867	0.1580573733368892	False	dbscan	0.27886694450232785	False	no
2043	4	4	0	0.0	0.0	9.584026105790128	False	dbscan	10.0	True	sign
2044	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2045	7	3	4	0.5667901285051478	0.6599769660740309	-0.1429726222185183	False	dbscan	0.24657772216777668	False	no
2046	11	3	8	0.0644682247839742	0.3188691963873182	-0.4440026178282127	False	dbscan	1.190654287811358	False	no
2047	5	2	3	0.5238525698618455	0.6198088585013867	-0.1941251446297084	False	dbscan	0.2807909211480187	False	no
2048	11	4	7	0.2222823985735378	0.577852023925714	-0.2610719342861725	False	dbscan	0.6530949253423871	False	no
2049	6	3	3	0.9426590447322928	0.9533072890071262	-0.0180338856464095	False	dbscan	0.025645361052359813	False	no
2050	8	4	4	0.9338072535904758	0.9533072890071262	-0.0180338856464095	False	dbscan	0.029742756850370724	False	no
2051	5	1	4	0.1206037884628892	0.4681479822802023	-0.620093876648651	False	dbscan	0.9186390493591022	False	no
2052	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
2053	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2054	10	3	7	0.1116806335179114	0.453853908056306	-0.3860106708582811	False	dbscan	0.9520221307525945	False	no
2055	11	4	7	0.2222823985735378	0.577852023925714	-0.2610719342861725	False	dbscan	0.6530949253423871	False	no
2056	6	4	2	0.184697357672078	0.577852023925714	0.282996109908998	False	dbscan	0.7335393174087805	False	no
2057	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
2058	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2059	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2060	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2061	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2062	7	4	3	0.6216157912186258	0.7124785450866524	0.1069048509256991	False	dbscan	0.206477961395961	False	no
2063	9	3	6	0.1931508443152567	0.577852023925714	-0.3190638812380083	False	dbscan	0.7141033888700032	False	no
2064	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
2065	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2066	4	2	2	0.9531679471538768	0.9533072890071262	-0.0180338856464095	False	dbscan	0.020830570359175883	False	no
2067	5	3	2	0.526178447734569	0.6198088585013867	0.1580573733368892	False	dbscan	0.27886694450232785	False	no
2068	6	4	2	0.184697357672078	0.577852023925714	0.282996109908998	False	dbscan	0.7335393174087805	False	no
2069	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2070	12	5	7	0.395170177039158	0.577852023925714	-0.1641619212998308	False	dbscan	0.4032158383572224	False	no
2071	7	5	2	0.0434862549921151	0.2792761137664801	0.3799061228953397	False	dbscan	1.3616479908827834	False	no
2072	9	5	4	0.6842475661873912	0.777685808467653	0.0788761273399321	False	dbscan	0.16478673860155987	False	no
2073	4	3	1	0.0551898422586101	0.2792761137664801	0.4590873687837232	False	dbscan	1.2581408464290929	False	no
2074	11	7	4	0.165706334371245	0.577852023925714	0.2250041629933533	False	dbscan	0.7806608894483461	False	no
2075	4	3	1	0.0551898422586101	0.2792761137664801	0.4590873687837232	False	dbscan	1.2581408464290929	False	no
2076	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
2077	9	4	5	0.5954967350880871	0.6908751760395367	-0.1149438986327512	False	dbscan	0.22512061519494847	False	no
2078	5	2	3	0.5238525698618455	0.6198088585013867	-0.1941251446297084	False	dbscan	0.2807909211480187	False	no
2079	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
2080	7	2	5	0.1594439992203447	0.577852023925714	-0.4159738941881588	False	dbscan	0.797391820799203	False	no
2081	6	3	3	0.9426590447322928	0.9533072890071262	-0.0180338856464095	False	dbscan	0.025645361052359813	False	no
2082	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
2083	4	2	2	0.9531679471538768	0.9533072890071262	-0.0180338856464095	False	dbscan	0.020830570359175883	False	no
2084	8	7	1	5.372891909161126e-09	7.068969230101125e-08	0.8270641539955949	False	dbscan	8.261783129185913	True	sign
2085	4	3	1	0.0551898422586101	0.2792761137664801	0.4590873687837232	False	dbscan	1.2581408464290929	False	no
2086	4	2	2	0.9531679471538768	0.9533072890071262	-0.0180338856464095	False	dbscan	0.020830570359175883	False	no
2087	4	2	2	0.9531679471538768	0.9533072890071262	-0.0180338856464095	False	dbscan	0.020830570359175883	False	no
2088	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2089	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
2090	4	4	0	0.0	0.0	9.584026105790128	False	dbscan	10.0	True	sign
2091	19	14	5	0.0001184099848277	0.0013313096322082	0.4291241456399718	False	dbscan	3.926611307760856	True	sign
2092	4	3	1	0.0551898422586101	0.2792761137664801	0.4590873687837232	False	dbscan	1.2581408464290929	False	no
2093	12	8	4	0.0606741775258201	0.3037704980189525	0.2829961099632848	False	dbscan	1.2169961013576065	False	no
2094	4	1	3	0.2290119592431887	0.577852023925714	-0.4951551400765424	False	dbscan	0.6401418375678163	False	no
2095	35	23	12	0.0030131955854304	0.0313056607406566	0.2645127043062496	False	dbscan	2.520972663101629	True	sign
2096	4	3	1	0.0551898422586101	0.2792761137664801	0.4590873687837232	False	dbscan	1.2581408464290929	False	no
2097	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2098	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2099	19	13	6	0.006989888297431	0.0583186838864326	0.3177582162378084	False	dbscan	2.155529758269599	False	no
2100	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2101	4	1	3	0.2290119592431887	0.577852023925714	-0.4951551400765424	False	dbscan	0.6401418375678163	False	no
2102	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2103	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
2104	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2105	4	2	2	0.9531679471538768	0.9533072890071262	-0.0180338856464095	False	dbscan	0.020830570359175883	False	no
2106	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2107	12	6	6	0.9189770012299568	0.9533072890071262	-0.0180338856464095	False	dbscan	0.03669535729775599	False	no
2108	6	2	4	0.2880020693630418	0.577852023925714	-0.3190638812018171	False	dbscan	0.5406043915701076	False	no
2109	5	2	3	0.5238525698618455	0.6198088585013867	-0.1941251446297084	False	dbscan	0.2807909211480187	False	no
2110	6	2	4	0.2880020693630418	0.577852023925714	-0.3190638812018171	False	dbscan	0.5406043915701076	False	no
2111	8	4	4	0.9338072535904758	0.9533072890071262	-0.0180338856464095	False	dbscan	0.029742756850370724	False	no
2112	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2113	5	4	1	0.0037695179546672	0.0331267271507466	0.5840261053558319	False	dbscan	2.4237141722287663	True	sign
2114	14	10	4	0.0042993290890473	0.0376376966893381	0.3799061229604838	False	dbscan	2.3665993007510164	True	sign
2115	8	6	2	0.0066961620406427	0.0559704246805829	0.4590873689284881	False	dbscan	2.1741740388956394	False	no
2116	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
2117	6	3	3	0.9426590447322928	0.9533072890071262	-0.0180338856464095	False	dbscan	0.025645361052359813	False	no
2118	38	20	18	0.7752295009673991	0.876794946415682	0.0277236049118528	False	dbscan	0.11056970872948176	False	no
2119	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
2120	4	3	1	0.0551898422586101	0.2792761137664801	0.4590873687837232	False	dbscan	1.2581408464290929	False	no
2121	5	3	2	0.526178447734569	0.6198088585013867	0.1580573733368892	False	dbscan	0.27886694450232785	False	no
2122	5	2	3	0.5238525698618455	0.6198088585013867	-0.1941251446297084	False	dbscan	0.2807909211480187	False	no
2123	7	2	5	0.1594439992203447	0.577852023925714	-0.4159738941881588	False	dbscan	0.797391820799203	False	no
2124	13	9	4	0.0180012741380604	0.1456602211892847	0.3341486324046341	False	dbscan	1.7446967518427212	False	no
2125	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2126	4	2	2	0.9531679471538768	0.9533072890071262	-0.0180338856464095	False	dbscan	0.020830570359175883	False	no
2127	18	8	10	0.4527757767352607	0.5780844408947067	-0.1149438986436086	False	dbscan	0.34411681562760565	False	no
2128	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
2129	5	1	4	0.1206037884628892	0.4681479822802023	-0.620093876648651	False	dbscan	0.9186390493591022	False	no
2130	15	8	7	0.7946093479287739	0.8976009004961127	0.0399580613235218	False	dbscan	0.09984633007673858	False	no
2131	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2132	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
2133	6	1	5	0.0650415791213188	0.3188691963873182	-0.7170038896349927	False	dbscan	1.1868089225373255	False	no
2134	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
2135	5	2	3	0.5238525698618455	0.6198088585013867	-0.1941251446297084	False	dbscan	0.2807909211480187	False	no
2136	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
2137	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2138	8	4	4	0.9338072535904758	0.9533072890071262	-0.0180338856464095	True	dbscan	0.029742756850370724	False	vdjdb
2139	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2140	6	4	2	0.184697357672078	0.577852023925714	0.282996109908998	False	dbscan	0.7335393174087805	False	no
2141	82	51	31	0.0010116330356833	0.0108226542824508	0.1981745966117602	True	dbscan	2.9949769539334765	True	sign_vdjdb
2142	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
2143	3	3	0	0.0	0.0	9.459087369218018	False	dbscan	10.0	True	sign
2144	6	4	2	0.184697357672078	0.577852023925714	0.282996109908998	False	dbscan	0.7335393174087805	False	no
2145	7	1	6	0.0356372391481678	0.2745632563425567	-0.7961851356681411	False	dbscan	1.4480959473323232	False	no
2146	7	3	4	0.5667901285051478	0.6599769660740309	-0.1429726222185183	False	dbscan	0.24657772216777668	False	no
2147	4	3	1	0.0551898422586101	0.2792761137664801	0.4590873687837232	False	dbscan	1.2581408464290929	False	no
2148	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
2149	5	2	3	0.5238525698618455	0.6198088585013867	-0.1941251446297084	False	dbscan	0.2807909211480187	False	no
2150	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2151	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
2152	80	37	43	0.2425651976427203	0.577852023925714	-0.0833006171573633	True	dbscan	0.615171509786513	False	vdjdb
2153	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2154	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2155	4	2	2	0.9531679471538768	0.9533072890071262	-0.0180338856464095	False	dbscan	0.020830570359175883	False	no
2156	7	4	3	0.6216157912186258	0.7124785450866524	0.1069048509256991	False	dbscan	0.206477961395961	False	no
2157	8	3	5	0.3325872281722084	0.577852023925714	-0.23988263520486	False	dbscan	0.478094432198287	False	no
2158	3	3	0	0.0	0.0	9.459087369218018	False	dbscan	10.0	True	sign
2159	4	2	2	0.9531679471538768	0.9533072890071262	-0.0180338856464095	False	dbscan	0.020830570359175883	False	no
2160	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2161	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2162	4	2	2	0.9531679471538768	0.9533072890071262	-0.0180338856464095	False	dbscan	0.020830570359175883	False	no
2163	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
2164	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2165	5	3	2	0.526178447734569	0.6198088585013867	0.1580573733368892	False	dbscan	0.27886694450232785	False	no
2166	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
2167	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
2168	13	9	4	0.0180012741380604	0.1456602211892847	0.3341486324046341	False	dbscan	1.7446967518427212	False	no
2169	17	13	4	1.5287126380769678e-05	0.0001875997760251	0.4938494752572985	False	dbscan	4.81567130312886	True	sign
2170	15	12	3	5.235352129595583e-07	6.777230197659069e-06	0.5840261055729792	False	dbscan	6.280971156086488	True	sign
2171	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2172	15	11	4	0.0008226745237425	0.0089055818895323	0.4212988081147608	False	dbscan	3.084771898753822	True	sign
2173	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
2174	6	2	4	0.2880020693630418	0.577852023925714	-0.3190638812018171	False	dbscan	0.5406043915701076	False	no
2175	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2176	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2177	18	10	8	0.5652047196746088	0.6599769660740309	0.0788761273507895	False	dbscan	0.24779422020721917	False	no
2178	6	4	2	0.184697357672078	0.577852023925714	0.282996109908998	False	dbscan	0.7335393174087805	False	no
2179	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
2180	4	3	1	0.0551898422586101	0.2792761137664801	0.4590873687837232	False	dbscan	1.2581408464290929	False	no
2181	6	4	2	0.184697357672078	0.577852023925714	0.282996109908998	False	dbscan	0.7335393174087805	False	no
2182	5	3	2	0.526178447734569	0.6198088585013867	0.1580573733368892	False	dbscan	0.27886694450232785	False	no
2183	4	2	2	0.9531679471538768	0.9533072890071262	-0.0180338856464095	False	dbscan	0.020830570359175883	False	no
2184	4	3	1	0.0551898422586101	0.2792761137664801	0.4590873687837232	False	dbscan	1.2581408464290929	False	no
2185	3	1	2	0.4524670455558064	0.577852023925714	-0.3190638810932435	False	dbscan	0.34441304609637197	False	no
2186	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
2187	10	5	5	0.92601536483045	0.9533072890071262	-0.0180338856464095	False	dbscan	0.03338180721747301	False	no
2188	4	2	2	0.9531679471538768	0.9533072890071262	-0.0180338856464095	False	dbscan	0.020830570359175883	False	no
2189	3	2	1	0.3482826792732019	0.577852023925714	0.2829961098004243	False	dbscan	0.45806812312914513	False	no
